BUQUE;ESLORA;USO_COMB_ALTERNATIVO;GT;MUELLE;MANGA;CALADO;TPM;BOLARDOS;FECHA_ATRAQUE;CARDES;CODDMR;MERCANCIA;TONELADAS;ESTIBADOR;TIEMPO_ESTANCIA;TIPO_BUQUE;DESCRIPCION_TIPO_BUQUE;FECHA_HORA_ENTRADA_POR_PUNTAS;FECHA_HORA_SALIDA_POR_PUNTAS
VENTURI                       ;88;No;3430;P.LUCERO 4     ;15;6,5;3804;     ;01.05.2023;C;A4;PROPILENO                ;1785;PETRONOR  ;22,3;4       ;Granel líquido                                              ;01.05.2023 01:15;02.05.2023 00:40
