BUQUE;ESLORA;USO_COMB_ALTERNATIVO;GT;MANGA;CALADO;TPM;MERCANCIA;TONELADAS;DESCRIPCION_TIPO_BUQUE
MAGIC STAR                    ;183;No;24066;28;11,6;38423;PROVISIONES              ;1;Granel líquido                                              
