BUQUE;ESLORA;USO_COMB_ALTERNATIVO;GT;MUELLE;MANGA;CALADO;TPM;BOLARDOS;FECHA_ATRAQUE;CARDES;CODDMR;MERCANCIA;TONELADAS;ESTIBADOR;TIEMPO_ESTANCIA;TIPO_BUQUE;DESCRIPCION_TIPO_BUQUE;FECHA_HORA_ENTRADA_POR_PUNTAS;FECHA_HORA_SALIDA_POR_PUNTAS
MAGIC STAR                    ;183;No;24066;P.LUCERO 3     ;28;11,6;38423;     ;01.05.2023;C;D3;PROVISIONES              ;1;PETRONOR  ;99,4;4       ;Granel líquido                                              ;01.05.2023 04:10;05.05.2023 08:40
