BUQUE;ESLORA;USO_COMB_ALTERNATIVO;GT;MUELLE;MANGA;CALADO;TPM;BOLARDOS;FECHA_ATRAQUE;CARDES;CODDMR;MERCANCIA;TONELADAS;ESTIBADOR;TIEMPO_ESTANCIA;TIPO_BUQUE;DESCRIPCION_TIPO_BUQUE;FECHA_HORA_ENTRADA_POR_PUNTAS;FECHA_HORA_SALIDA_POR_PUNTAS
LONGWAVE                      ;130;No;6852;MUELLE AZ2     ;18;7,25;10714;25-31;01.05.2023;C;51;ARENA CALIZA             ;10000;SLPSL     ;62,45;3       ;Granel sólido                                               ;01.05.2023 02:55;03.05.2023 19:05
