BUQUE;ESLORA;USO_COMB_ALTERNATIVO;GT;MANGA;CALADO;TPM;MERCANCIA;TONELADAS;DESCRIPCION_TIPO_BUQUE
LONGWAVE                      ;130;No;6852;18;7,25;10714;ARENA CALIZA             ;10000;Granel sólido                                               
