BUQUE;ESLORA;USO_COMB_ALTERNATIVO;GT;MANGA;CALADO;TPM;MERCANCIA;TONELADAS;DESCRIPCION_TIPO_BUQUE
YM AMAZON                     ;132;No;7370;19;7,59;10978;CARBONATO SODICO         ;10400;Granel sólido                                               
