BUQUE;ESLORA;USO_COMB_ALTERNATIVO;GT;MUELLE;MANGA;CALADO;TPM;BOLARDOS;FECHA_ATRAQUE;CARDES;CODDMR;MERCANCIA;TONELADAS;ESTIBADOR;TIEMPO_ESTANCIA;TIPO_BUQUE;DESCRIPCION_TIPO_BUQUE;FECHA_HORA_ENTRADA_POR_PUNTAS;FECHA_HORA_SALIDA_POR_PUNTAS
YM AMAZON                     ;132;No;7370;MUELLE AZ1     ;19;7,59;10978; 8-13;01.05.2023;D;C6;CARBONATO SODICO         ;10400;TORO      ;87,2;3       ;Granel sólido                                               ;30.04.2023 23:45;04.05.2023 16:10
